        (-6.73335027931986642E-004,0.0000000000000000)  (7.56578993615075572E-004,-7.16292455992462513E-022)  (-2.02000508379595982E-003,9.14344790280318203E-019)
   (7.56578993615075572E-004,7.16292455992462513E-022)        (-8.50114355906373504E-004,0.0000000000000000)  (2.26973698084522715E-003,-1.03464471699241419E-018)
 (-2.02000508379595982E-003,-9.14344790280318203E-019)   (2.26973698084522715E-003,1.03464471699241419E-018)        (-6.06001525138787772E-003,0.0000000000000000)
