        (-2.86350625308108044E-003,0.0000000000000000)   (7.31975741932246963E-003,7.57826202776272755E-003) (-1.32416039548504099E-002,-2.14768112299801896E-002)
  (7.31975741932246963E-003,-7.57826202776272755E-003)        (-1.28340889322275820E-002,0.0000000000000000)   (2.71853680506043763E-002,1.39718916288994119E-003)
  (-1.32416039548504099E-002,2.14768112299801896E-002)  (2.71853680506043763E-002,-1.39718916288994119E-003)        (-5.36780674513727268E-002,0.0000000000000000)
