1.21078e-06,1.01834e-06,-2.5645e-06,1.16786e-06,3.09745e-06,5.76551e-07,4.85021e-06,121773
8.06618e-07,9.8488e-07,-1.85076e-06,3.39202e-06,5.99363e-06,4.98999e-06,1.04572e-05,125373
5.77409e-07,9.19991e-07,-1.34824e-06,4.49266e-06,7.35371e-06,7.25088e-06,1.31528e-05,129025
4.25354e-07,8.44507e-07,-9.54543e-07,5.09936e-06,8.04616e-06,8.55868e-06,1.45771e-05,132729
3.18541e-07,7.66209e-07,-6.3572e-07,5.41963e-06,8.35689e-06,9.30875e-06,1.52708e-05,136486
2.41248e-07,6.89007e-07,-3.74281e-07,5.55692e-06,8.42822e-06,9.69845e-06,1.55029e-05,140295
1.8427e-07,6.1497e-07,-1.58925e-07,5.57233e-06,8.34378e-06,9.8441e-06,1.54311e-05,144157
1.4176e-07,5.45223e-07,1.85862e-08,5.50494e-06,8.15658e-06,9.82073e-06,1.51557e-05,148071
1.09778e-07,4.80319e-07,1.64587e-07,5.38111e-06,7.90203e-06,9.67934e-06,1.47446e-05,152038
8.55747e-08,4.20359e-07,2.84147e-07,5.21933e-06,7.60471e-06,9.45587e-06,1.42445e-05,156057
6.71668e-08,3.65393e-07,3.81413e-07,5.03277e-06,7.28185e-06,9.17619e-06,1.36887e-05,160128
5.31665e-08,3.15468e-07,4.59791e-07,4.83093e-06,6.9457e-06,8.85908e-06,1.31008e-05,164252
4.24903e-08,2.70201e-07,5.22173e-07,4.62076e-06,6.60504e-06,8.51873e-06,1.24985e-05,168428
3.43213e-08,2.29246e-07,5.70994e-07,4.40732e-06,6.2661e-06,8.16532e-06,1.18938e-05,172657
2.80909e-08,1.92424e-07,6.08289e-07,4.19403e-06,5.9329e-06,7.8066e-06,1.12957e-05,176938
2.33337e-08,1.59373e-07,6.35874e-07,3.98409e-06,5.60929e-06,7.44824e-06,1.07105e-05,181272
1.97002e-08,1.29786e-07,6.55245e-07,3.77919e-06,5.29706e-06,7.09447e-06,1.01428e-05,185658
1.69231e-08,1.03368e-07,6.67694e-07,3.5807e-06,4.99757e-06,6.74831e-06,9.59537e-06,190096
1.47936e-08,7.98351e-08,6.74311e-07,3.38936e-06,4.71142e-06,6.41194e-06,9.0702e-06,194587
1.31568e-08,5.89164e-08,6.76057e-07,3.2058e-06,4.43906e-06,6.08685e-06,8.56836e-06,199130
1.18975e-08,4.03914e-08,6.7374e-07,3.03034e-06,4.18057e-06,5.77405e-06,8.09032e-06,203726
1.09261e-08,2.40272e-08,6.68065e-07,2.86313e-06,3.93584e-06,5.47412e-06,7.63612e-06,208374
1.01557e-08,9.59984e-09,6.59653e-07,2.70431e-06,3.7048e-06,5.18735e-06,7.20546e-06,213075
9.54358e-09,-3.07116e-09,6.4895e-07,2.55343e-06,3.48654e-06,4.91382e-06,6.79781e-06,217828
9.05029e-09,-1.41606e-08,6.36438e-07,2.41049e-06,3.28085e-06,4.65343e-06,6.41248e-06,222633
8.63725e-09,-2.38216e-08,6.22476e-07,2.27525e-06,3.08721e-06,4.40592e-06,6.04865e-06,227491
8.28382e-09,-3.22182e-08,6.07398e-07,2.14744e-06,2.90506e-06,4.17102e-06,5.70544e-06,232401
7.96817e-09,-3.94727e-08,5.91465e-07,2.02675e-06,2.73382e-06,3.94829e-06,5.38192e-06,237364
7.6847e-09,-4.56993e-08,5.74916e-07,1.91288e-06,2.57292e-06,3.73733e-06,5.07714e-06,242379
7.41959e-09,-5.10102e-08,5.57944e-07,1.8055e-06,2.42181e-06,3.53764e-06,4.79014e-06,247447
