0.00297051,0.00243749,0.0033913,0.0027548,0.00237645,0.00306469,0.002611,153622
0.00163972,0.00134963,0.00186109,0.00151644,0.00132206,0.0016744,0.00144007,235262
0.000726865,0.000600022,0.000820705,0.000670738,0.00058827,0.00073471,0.000635359,334234
0.000327843,0.000271318,0.000368004,0.000301554,0.000265456,0.000328522,0.000285082,450539
0.000155468,0.000128927,0.000173809,0.000142732,0.000125959,0.000154773,0.00013463,584176
7.77284e-05,6.45709e-05,8.65333e-05,7.11927e-05,6.29312e-05,7.68952e-05,6.6997e-05,735145
4.07073e-05,3.3868e-05,4.51886e-05,3.72385e-05,3.29535e-05,4.00838e-05,3.49633e-05,903446
2.22259e-05,1.85159e-05,2.46142e-05,2.03127e-05,1.79893e-05,2.17991e-05,1.90303e-05,1.08908e+06
1.25778e-05,1.04898e-05,1.39072e-05,1.14907e-05,1.01822e-05,1.22984e-05,1.07432e-05,1.29205e+06
7.35326e-06,6.13855e-06,8.11403e-06,6.71142e-06,5.94944e-06,7.16569e-06,6.26249e-06,1.51234e+06
4.42243e-06,3.69514e-06,4.87108e-06,4.03307e-06,3.57605e-06,4.29658e-06,3.7563e-06,1.74997e+06
2.72466e-06,2.27845e-06,2.99598e-06,2.48285e-06,2.20176e-06,2.63957e-06,2.30816e-06,2.00494e+06
1.71561e-06,1.43573e-06,1.88344e-06,1.5622e-06,1.38537e-06,1.65755e-06,1.44962e-06,2.27723e+06
1.1015e-06,9.2244e-07,1.20742e-06,1.00227e-06,8.88802e-07,1.06146e-06,9.2839e-07,2.56686e+06
7.19708e-07,6.03084e-07,7.87776e-07,6.54393e-07,5.80275e-07,6.91823e-07,6.05122e-07,2.87382e+06
4.77678e-07,4.00499e-07,5.22122e-07,4.34002e-07,3.84815e-07,4.58053e-07,4.00661e-07,3.19811e+06
3.21559e-07,2.69745e-07,3.50995e-07,2.91934e-07,2.58821e-07,3.0761e-07,2.6907e-07,3.53973e+06
2.19269e-07,1.84028e-07,2.39025e-07,1.9892e-07,1.76333e-07,2.09272e-07,1.83047e-07,3.89869e+06
1.51294e-07,1.27039e-07,1.64712e-07,1.37153e-07,1.2156e-07,1.44067e-07,1.26008e-07,4.27498e+06
1.0551e-07,8.86358e-08,1.14722e-07,9.55788e-08,8.46969e-08,1.00245e-07,8.76725e-08,4.6686e+06
7.42965e-08,6.24418e-08,8.06811e-08,6.72533e-08,5.95842e-08,7.04314e-08,6.15924e-08,5.07955e+06
5.27891e-08,4.4385e-08,5.72527e-08,4.7748e-08,4.22939e-08,4.99295e-08,4.36586e-08,5.50784e+06
3.78234e-08,3.18146e-08,4.097e-08,3.41848e-08,3.0273e-08,3.56943e-08,3.12076e-08,5.95345e+06
2.7311e-08,2.29809e-08,2.95465e-08,2.46643e-08,2.18368e-08,2.57167e-08,2.24813e-08,6.4164e+06
1.98583e-08,1.67158e-08,2.14568e-08,1.7919e-08,1.5861e-08,1.8657e-08,1.63076e-08,6.89668e+06
1.45314e-08,1.2236e-08,1.56807e-08,1.31006e-08,1.15932e-08,1.36202e-08,1.19035e-08,7.3943e+06
1.0697e-08,9.01022e-09,1.15278e-08,9.63477e-09,8.52411e-09,1.00023e-08,8.74039e-09,7.90925e+06
7.91885e-09,6.67219e-09,8.52254e-09,7.12568e-09,6.30275e-09,7.38679e-09,6.45402e-09,8.44152e+06
5.89349e-09,4.96714e-09,6.33442e-09,5.2981e-09,4.68513e-09,5.48448e-09,4.79132e-09,8.99113e+06
4.40787e-09,3.71609e-09,4.7315e-09,3.95879e-09,3.49996e-09,4.09239e-09,3.57471e-09,9.55808e+06
3.31127e-09,2.79238e-09,3.54969e-09,2.971e-09,2.62603e-09,3.06697e-09,2.67865e-09,1.01424e+07
2.49729e-09,2.10653e-09,2.67344e-09,2.23835e-09,1.97797e-09,2.30731e-09,2.01489e-09,1.0744e+07
1.8904e-09,1.59503e-09,2.0209e-09,1.69257e-09,1.4953e-09,1.74213e-09,1.52111e-09,1.13629e+07
1.43605e-09,1.21199e-09,1.53299e-09,1.28435e-09,1.13436e-09,1.31998e-09,1.15234e-09,1.19992e+07
1.09459e-09,9.24049e-10,1.16682e-09,9.77876e-10,8.63463e-10,1.00355e-09,8.75965e-10,1.26528e+07
