  (5.97554908801075334E-003,-1.03397576569128459E-025) (-6.71430228305502658E-003,-1.76181767354340519E-019)   (1.79266472640322617E-002,2.06795153138256919E-025)
  (-6.71430228305502658E-003,1.69405555475094377E-019)  (7.54438704866293441E-003,-5.42101086242752217E-020)  (-2.01429068491650806E-002,4.60782614583889269E-019)
  (1.79266472640322583E-002,-1.35527339512219437E-020) (-2.01429068491650806E-002,-4.87887875691179921E-019)   (5.37799417920967679E-002,3.79470760369926552E-019)
