        (-3.97056118836152088E-003,0.0000000000000000)   (5.02780460264045433E-003,1.18963066673322560E-003) (-1.25111117738567635E-002,-3.17621823354953146E-003)
  (5.02780460264045433E-003,-1.18963066673322560E-003)        (-6.28577372320312036E-003,0.0000000000000000)   (1.57569489310386592E-002,9.50095045836756670E-017)
  (-1.25111117738567635E-002,3.17621823354953146E-003)  (1.57569489310386592E-002,-9.50095045836756670E-017)        (-3.93316199478868991E-002,0.0000000000000000)
