         (7.67514239544016563E-020,0.0000000000000000)  (2.02249363424131853E-003,-6.98804041238192451E-018)
   (2.02249363424131853E-003,6.98804041238192451E-018)        (-3.41690501210612039E-003,0.0000000000000000)
