        (-5.81213426289700789E-036,0.0000000000000000)   (4.07350437900229256E-019,4.75360886070178634E-020)
  (4.07350437900229256E-019,-4.75360886070178634E-020)        (-1.54155623246260420E-002,0.0000000000000000)
