0,0,0,0,0,0,0,121088
0,0,0,0,0,0,0,124701
0,0,0,0,0,0,0,128367
0,0,0,0,0,0,0,132086
0,0,0,0,0,0,0,135859
0,0,0,0,0,0,0,139684
0,0,0,0,0,0,0,143563
0,0,0,0,0,0,0,147494
0,0,0,0,0,0,0,151479
0,0,0,0,0,0,0,155517
0,0,0,0,0,0,0,159608
0,0,0,0,0,0,0,163752
0,0,0,0,0,0,0,167950
0,0,0,0,0,0,0,172200
0,0,0,0,0,0,0,176504
0,0,0,0,0,0,0,180860
0,0,0,0,0,0,0,185270
0,0,0,0,0,0,0,189733
0,0,0,0,0,0,0,194249
0,0,0,0,0,0,0,198818
0,0,0,0,0,0,0,203440
0,0,0,0,0,0,0,208115
0,0,0,0,0,0,0,212844
0,0,0,0,0,0,0,217625
0,0,0,0,0,0,0,222460
0,0,0,0,0,0,0,227348
0,0,0,0,0,0,0,232289
0,0,0,0,0,0,0,237283
0,0,0,0,0,0,0,242330
0,0,0,0,0,0,0,247430
